shipment_id,product_id,carrier_id,route_id,shipment_date,promised_delivery_date,actual_delivery_date,quantity_shipped,quantity_delivered,shipment_value_usd
S007870,P007,C03,R020,2023-01-15,2023-01-19,2023-01-19,270,270,850500
S007871,P016,C02,R007,2023-01-16,2023-01-18,2023-01-18,305,305,1012600
S007872,P010,C10,R002,2023-08-19,2023-08-23,2023-08-23,104,104,582400
S007873,P012,C06,R047,2024-10-01,2024-10-02,2024-10-05,311,311,1237780
S007874,P003,C10,R042,2024-01-04,2024-01-08,2024-01-08,124,124,5208
S007875,P006,C10,R041,2023-01-10,2023-01-11,2023-01-11,390,390,1638000
S007876,P008,C09,R014,2022-07-12,2022-07-16,2022-07-16,313,313,89205
S007877,P012,C05,R046,2023-06-25,2023-06-28,2023-06-28,366,366,1456680
S007878,P014,C05,R008,2023-09-09,2023-09-11,2023-09-12,413,413,2560600
S007879,P014,C02,R032,2023-12-25,2023-12-28,2023-12-28,178,178,1103600
S007880,P017,C05,R022,2022-10-23,2022-10-27,2022-10-31,369,369,6826.5
S007881,P005,C10,R002,2024-05-27,2024-05-31,2024-05-31,225,225,47250
S007882,P010,C09,R011,2024-08-28,2024-08-29,2024-08-29,48,48,268800
S007883,P005,C09,R033,2023-07-07,2023-07-08,2023-07-08,80,80,16800
S007884,P008,C08,R023,2023-01-07,2023-01-08,2023-01-08,442,442,125970
S007885,P019,C09,R029,2024-10-26,2024-10-27,2024-10-27,276,276,6279
S007886,P020,C09,R033,2024-11-11,2024-11-12,2024-11-12,71,71,1065
S007887,P013,C05,R031,2023-07-05,2023-07-06,2023-07-06,211,211,395625
S007888,P015,C01,R050,2024-07-26,2024-07-30,2024-07-30,455,455,1205750
S007889,P018,C05,R014,2023-07-09,2023-07-13,2023-07-13,231,231,7854
S007890,P013,C03,R029,2024-06-24,2024-06-25,2024-06-29,174,166,326250
S007891,P017,C04,R002,2022-12-07,2022-12-11,2022-12-11,475,475,8787.5
S007892,P020,C07,R042,2023-01-26,2023-01-30,2023-01-30,186,186,2790
S007893,P012,C09,R015,2022-10-13,2022-10-14,2022-10-14,380,380,1512400
S007894,P017,C04,R032,2024-10-23,2024-10-26,2024-10-26,261,261,4828.5
S007895,P009,C10,R030,2024-08-20,2024-08-23,2024-08-23,298,298,92380
S007896,P009,C03,R030,2024-10-05,2024-10-08,2024-10-08,446,446,138260
S007897,P013,C09,R008,2023-11-22,2023-11-24,2023-11-28,137,137,256875
S007898,P019,C02,R003,2022-02-19,2022-02-20,2022-02-20,418,418,9509.5
S007899,P009,C04,R036,2023-12-23,2023-12-28,2024-01-01,268,268,83080
S007900,P015,C05,R007,2024-11-01,2024-11-03,2024-11-03,444,444,1176600
S007901,P007,C06,R011,2024-10-26,2024-10-27,2024-10-27,44,44,138600
S007902,P016,C02,R028,2024-01-26,2024-01-29,2024-01-29,478,478,1586960
S007903,P001,C02,R028,2023-04-26,2023-04-29,2023-04-29,360,360,52200
S007904,P010,C07,R029,2024-08-10,2024-08-11,2024-08-11,273,273,1528800
S007905,P011,C05,R044,2024-11-15,2024-11-20,2024-11-22,185,185,534650
S007906,P017,C09,R041,2024-09-20,2024-09-21,2024-09-21,331,331,6123.5
S007907,P004,C07,R014,2023-05-19,2023-05-23,2023-05-23,336,336,25620
S007908,P003,C06,R001,2024-09-02,2024-09-03,2024-09-07,132,132,5544
S007909,P008,C05,R018,2023-10-28,2023-11-01,2023-11-01,140,140,39900
S007910,P007,C10,R002,2024-11-16,2024-11-20,2024-11-20,294,294,926100
S007911,P015,C06,R005,2024-02-18,2024-02-19,2024-02-19,405,405,1073250
S007912,P013,C08,R009,2023-09-15,2023-09-16,2023-09-16,390,390,731250
S007913,P019,C05,R015,2023-01-22,2023-01-23,2023-01-23,417,417,9486.75
S007914,P015,C05,R012,2023-10-18,2023-10-20,2023-10-20,451,451,1195150
S007915,P003,C03,R013,2024-08-30,2024-08-31,2024-09-03,466,466,19572
S007916,P001,C07,R014,2024-05-07,2024-05-11,2024-05-11,28,24,4060
S007917,P002,C03,R029,2022-09-03,2022-09-04,2022-09-04,286,286,28171
S007918,P003,C06,R026,2024-08-11,2024-08-13,2024-08-16,418,418,17556
S007919,P010,C06,R046,2024-04-06,2024-04-09,2024-04-09,370,370,2072000
S007920,P006,C03,R040,2024-09-25,2024-09-28,2024-09-28,274,274,1150800
S007921,P011,C05,R050,2024-11-15,2024-11-19,2024-11-19,462,462,1335180
S007922,P018,C03,R034,2024-11-29,2024-12-03,2024-12-03,207,194,7038
S007923,P014,C09,R004,2024-03-04,2024-03-08,2024-03-11,62,62,384400
S007924,P016,C05,R017,2024-05-17,2024-05-18,2024-05-18,88,88,292160
S007925,P018,C09,R016,2022-11-30,2022-12-05,2022-12-05,74,74,2516
S007926,P016,C05,R028,2023-10-02,2023-10-05,2023-10-05,382,382,1268240
S007927,P012,C05,R021,2024-12-14,2024-12-15,2024-12-15,55,55,218900
S007928,P006,C02,R027,2024-05-13,2024-05-15,2024-05-15,134,134,562800
S007929,P011,C07,R003,2024-07-03,2024-07-04,2024-07-04,460,460,1329400
S007930,P013,C06,R015,2023-10-02,2023-10-03,2023-10-03,54,54,101250
S007931,P002,C01,R002,2024-01-09,2024-01-13,2024-01-13,206,206,20291
S007932,P015,C01,R015,2024-08-06,2024-08-07,2024-08-07,122,122,323300
S007933,P004,C06,R017,2023-11-29,2023-11-30,2023-11-30,428,428,32635
S007934,P011,C10,R007,2023-10-07,2023-10-09,2023-10-09,425,425,1228250
S007935,P006,C02,R050,2023-05-28,2023-06-01,2023-06-01,77,69,323400
S007936,P013,C09,R016,2022-06-25,2022-06-30,2022-06-30,166,166,311250
S007937,P012,C01,R030,2024-08-28,2024-08-31,2024-08-31,146,146,581080
S007938,P002,C05,R024,2024-01-17,2024-01-22,2024-01-23,266,266,26201
S007939,P014,C04,R012,2024-12-27,2024-12-29,2024-12-29,359,359,2225800
S007940,P016,C07,R039,2022-07-30,2022-07-31,2022-07-31,38,38,126160
S007941,P004,C10,R015,2023-10-20,2023-10-21,2023-10-21,151,151,11513.75
S007942,P018,C04,R031,2022-12-24,2022-12-25,2022-12-25,319,319,10846
S007943,P002,C06,R028,2023-02-24,2023-02-27,2023-02-27,477,477,46984.5
S007944,P016,C02,R045,2022-07-10,2022-07-11,2022-07-11,173,173,574360
S007945,P009,C08,R002,2022-11-15,2022-11-19,2022-11-19,221,221,68510
S007946,P004,C03,R047,2024-09-25,2024-09-26,2024-09-26,239,239,18223.75
S007947,P011,C06,R036,2024-03-21,2024-03-26,2024-03-26,316,316,913240
S007948,P009,C09,R005,2024-08-30,2024-08-31,2024-08-31,320,320,99200
S007949,P013,C06,R032,2024-07-07,2024-07-10,2024-07-14,170,170,318750
S007950,P020,C05,R001,2022-10-07,2022-10-08,2022-10-08,406,406,6090
S007951,P005,C05,R038,2024-05-28,2024-06-01,2024-06-01,35,35,7350
S007952,P008,C07,R002,2023-12-31,2024-01-04,2024-01-04,211,211,60135
S007953,P020,C01,R013,2023-01-15,2023-01-16,2023-01-16,142,142,2130
S007954,P007,C02,R034,2024-02-05,2024-02-09,2024-02-09,384,384,1209600
S007955,P006,C01,R026,2024-01-24,2024-01-26,2024-01-26,457,457,1919400
S007956,P020,C09,R021,2024-10-06,2024-10-07,2024-10-07,159,159,2385
S007957,P007,C05,R038,2023-08-06,2023-08-10,2023-08-10,129,129,406350
S007958,P018,C06,R042,2024-10-11,2024-10-15,2024-10-15,459,459,15606
S007959,P004,C01,R041,2024-06-14,2024-06-15,2024-06-15,449,449,34236.25
S007960,P010,C08,R006,2023-02-04,2023-02-08,2023-02-08,119,119,666400
S007961,P015,C04,R015,2023-06-22,2023-06-23,2023-06-23,231,231,612150
S007962,P015,C04,R013,2023-05-25,2023-05-26,2023-05-26,235,235,622750
S007963,P016,C10,R029,2023-12-07,2023-12-08,2023-12-08,31,31,102920
S007964,P006,C07,R028,2023-09-25,2023-09-28,2023-09-28,26,26,109200
S007965,P018,C06,R039,2024-02-10,2024-02-11,2024-02-11,193,193,6562
S007966,P018,C06,R049,2024-04-05,2024-04-06,2024-04-06,206,206,7004
S007967,P020,C06,R014,2023-08-08,2023-08-12,2023-08-12,447,447,6705
S007968,P019,C05,R026,2023-11-06,2023-11-08,2023-11-08,160,160,3640
S007969,P018,C05,R008,2024-04-10,2024-04-12,2024-04-12,356,356,12104
S007970,P015,C08,R012,2024-09-15,2024-09-17,2024-09-17,470,470,1245500
S007971,P017,C02,R022,2022-07-19,2022-07-23,2022-07-23,321,321,5938.5
S007972,P018,C06,R033,2023-05-03,2023-05-04,2023-05-04,367,367,12478
S007973,P018,C03,R047,2023-11-28,2023-11-29,2023-11-29,276,276,9384
S007974,P001,C08,R043,2024-09-02,2024-09-03,2024-09-03,225,225,32625
S007975,P018,C04,R019,2024-09-18,2024-09-19,2024-09-19,196,196,6664
S007976,P008,C08,R040,2023-04-13,2023-04-16,2023-04-16,409,409,116565
S007977,P018,C01,R003,2024-08-17,2024-08-18,2024-08-18,253,253,8602
S007978,P020,C10,R034,2022-11-15,2022-11-19,2022-11-21,334,334,5010
S007979,P009,C02,R048,2022-12-19,2022-12-21,2022-12-21,56,56,17360
S007980,P020,C06,R002,2024-07-03,2024-07-07,2024-07-09,159,159,2385
S007981,P019,C10,R025,2024-12-10,2024-12-11,2024-12-11,429,429,9759.75
S007982,P011,C01,R036,2024-05-02,2024-05-07,2024-05-07,121,121,349690
S007983,P020,C02,R038,2023-10-29,2023-11-02,2023-11-02,254,254,3810
S007984,P011,C08,R048,2023-09-26,2023-09-28,2023-10-02,383,383,1106870
S007985,P012,C09,R003,2024-07-02,2024-07-03,2024-07-03,453,453,1802940
S007986,P010,C10,R041,2024-06-09,2024-06-10,2024-06-10,158,158,884800
S007987,P017,C02,R021,2024-07-28,2024-07-29,2024-07-29,185,185,3422.5
S007988,P007,C06,R025,2024-02-20,2024-02-21,2024-02-21,392,392,1234800
S007989,P011,C03,R023,2023-10-18,2023-10-19,2023-10-19,494,494,1427660
S007990,P011,C07,R044,2024-03-09,2024-03-14,2024-03-14,229,229,661810
S007991,P004,C06,R036,2023-11-08,2023-11-13,2023-11-14,171,165,13038.75
S007992,P004,C09,R006,2024-08-06,2024-08-10,2024-08-10,39,39,2973.75
S007993,P004,C06,R039,2023-08-12,2023-08-13,2023-08-13,101,101,7701.25
S007994,P005,C06,R022,2024-11-16,2024-11-20,2024-11-20,378,378,79380
S007995,P015,C05,R010,2024-06-24,2024-06-29,2024-06-29,372,372,985800
S007996,P009,C05,R043,2024-11-05,2024-11-06,2024-11-06,498,498,154380
S007997,P014,C07,R011,2023-06-20,2023-06-21,2023-06-21,65,65,403000
S007998,P013,C07,R038,2023-11-08,2023-11-12,2023-11-12,296,296,555000
S007999,P008,C04,R012,2022-09-16,2022-09-18,2022-09-18,324,324,92340
S008000,P003,C07,R030,2024-08-02,2024-08-05,2024-08-05,146,146,6132
S008001,P001,C04,R047,2024-06-12,2024-06-13,2024-06-13,325,325,47125
S008002,P009,C03,R031,2023-12-14,2023-12-15,2023-12-15,37,37,11470
S008003,P003,C03,R045,2024-10-17,2024-10-18,2024-10-18,305,305,12810
S008004,P003,C02,R024,2023-10-29,2023-11-03,2023-11-03,381,381,16002
S008005,P010,C04,R028,2024-08-03,2024-08-06,2024-08-06,369,369,2066400
S008006,P019,C01,R042,2024-04-12,2024-04-16,2024-04-16,184,184,4186
S008007,P002,C07,R007,2024-08-17,2024-08-19,2024-08-19,44,44,4334
S008008,P017,C02,R015,2023-03-30,2023-03-31,2023-03-31,250,250,4625
S008009,P020,C07,R024,2024-05-02,2024-05-07,2024-05-07,429,429,6435
S008010,P001,C09,R012,2024-07-07,2024-07-09,2024-07-09,364,364,52780
S008011,P009,C09,R045,2023-07-09,2023-07-10,2023-07-10,446,446,138260
S008012,P003,C01,R044,2023-05-07,2023-05-12,2023-05-12,234,234,9828
S008013,P006,C06,R017,2023-11-19,2023-11-20,2023-11-20,268,268,1125600
S008014,P018,C03,R020,2024-05-27,2024-05-31,2024-05-31,297,297,10098
S008015,P009,C05,R030,2024-08-22,2024-08-25,2024-08-25,203,203,62930
S008016,P005,C04,R034,2023-04-06,2023-04-10,2023-04-10,430,430,90300
S008017,P008,C08,R025,2023-06-09,2023-06-10,2023-06-10,80,80,22800
S008018,P001,C04,R001,2024-02-21,2024-02-22,2024-02-22,384,384,55680
S008019,P013,C01,R012,2022-10-22,2022-10-24,2022-10-24,128,128,240000
S008020,P007,C07,R046,2022-07-01,2022-07-04,2022-07-04,90,90,283500
S008021,P004,C07,R041,2024-12-15,2024-12-16,2024-12-16,30,30,2287.5
S008022,P014,C10,R013,2024-03-20,2024-03-21,2024-03-21,495,495,3069000
S008023,P010,C07,R004,2024-07-29,2024-08-02,2024-08-02,452,452,2531200
S008024,P019,C05,R025,2023-09-22,2023-09-23,2023-09-24,177,177,4026.75
S008025,P013,C01,R006,2024-06-15,2024-06-19,2024-06-19,41,41,76875
S008026,P015,C03,R003,2023-12-13,2023-12-14,2023-12-14,64,64,169600
S008027,P013,C01,R009,2022-12-31,2023-01-01,2023-01-01,491,491,920625
S008028,P008,C07,R005,2023-12-15,2023-12-16,2023-12-16,148,148,42180
S008029,P005,C04,R010,2024-11-22,2024-11-27,2024-11-27,95,95,19950
S008030,P003,C06,R005,2023-03-11,2023-03-12,2023-03-12,177,177,7434
S008031,P014,C09,R032,2024-05-17,2024-05-20,2024-05-24,405,405,2511000
S008032,P002,C07,R011,2024-09-19,2024-09-20,2024-09-20,26,26,2561
S008033,P008,C08,R020,2022-05-27,2022-05-31,2022-06-03,165,165,47025
S008034,P019,C06,R050,2023-11-06,2023-11-10,2023-11-10,369,369,8394.75
S008035,P013,C10,R013,2022-09-19,2022-09-20,2022-09-20,101,101,189375
S008036,P009,C03,R002,2023-09-21,2023-09-25,2023-09-25,303,303,93930
S008037,P001,C09,R044,2024-11-04,2024-11-09,2024-11-09,153,153,22185
S008038,P019,C01,R017,2024-08-03,2024-08-04,2024-08-04,308,308,7007
S008039,P018,C04,R036,2023-12-23,2023-12-28,2023-12-28,214,214,7276
S008040,P007,C05,R001,2023-11-29,2023-11-30,2023-11-30,154,150,485100
S008041,P014,C04,R040,2023-11-02,2023-11-05,2023-11-05,183,183,1134600
S008042,P002,C03,R014,2022-12-01,2022-12-05,2022-12-09,270,270,26595
S008043,P006,C09,R019,2024-10-26,2024-10-27,2024-10-27,396,396,1663200
S008044,P005,C03,R027,2024-01-17,2024-01-19,2024-01-19,410,410,86100
S008045,P020,C10,R007,2024-08-21,2024-08-23,2024-08-23,296,296,4440
S008046,P016,C05,R048,2023-10-15,2023-10-17,2023-10-21,77,77,255640
S008047,P014,C09,R042,2022-02-09,2022-02-13,2022-02-13,385,385,2387000
S008048,P010,C03,R020,2024-03-14,2024-03-18,2024-03-18,432,432,2419200
S008049,P010,C02,R049,2024-10-31,2024-11-01,2024-11-01,162,162,907200
S008050,P015,C09,R014,2023-08-09,2023-08-13,2023-08-13,352,352,932800
S008051,P012,C02,R043,2024-11-01,2024-11-02,2024-11-02,242,242,963160
S008052,P002,C10,R011,2023-07-26,2023-07-27,2023-07-27,228,228,22458
S008053,P012,C05,R002,2024-12-03,2024-12-07,2024-12-11,146,146,581080
S008054,P015,C09,R010,2023-09-01,2023-09-06,2023-09-08,294,294,779100
S008055,P015,C08,R003,2024-01-25,2024-01-26,2024-01-26,491,491,1301150
S008056,P017,C10,R011,2024-10-10,2024-10-11,2024-10-11,467,467,8639.5
S008057,P004,C10,R023,2024-08-29,2024-08-30,2024-08-30,427,427,32558.75
S008058,P013,C10,R045,2023-01-21,2023-01-22,2023-01-22,491,491,920625
S008059,P019,C05,R031,2023-01-31,2023-02-01,2023-02-01,381,381,8667.75
S008060,P017,C06,R012,2023-04-16,2023-04-18,2023-04-18,381,381,7048.5
S008061,P005,C10,R011,2024-01-05,2024-01-06,2024-01-06,371,371,77910
S008062,P010,C08,R034,2024-03-30,2024-04-03,2024-04-03,287,287,1607200
S008063,P004,C05,R035,2024-06-07,2024-06-09,2024-06-13,208,208,15860
S008064,P018,C10,R026,2024-08-10,2024-08-12,2024-08-12,313,313,10642
S008065,P011,C04,R008,2023-10-24,2023-10-26,2023-10-26,64,64,184960
S008066,P020,C03,R017,2024-10-13,2024-10-14,2024-10-14,404,404,6060
S008067,P008,C09,R017,2024-04-09,2024-04-10,2024-04-10,279,279,79515
S008068,P001,C06,R035,2023-12-06,2023-12-08,2023-12-08,308,308,44660
S008069,P010,C01,R014,2024-05-09,2024-05-13,2024-05-17,444,444,2486400
S008070,P010,C10,R017,2024-11-27,2024-11-28,2024-11-28,168,168,940800
S008071,P004,C09,R009,2023-01-21,2023-01-22,2023-01-22,396,379,30195
S008072,P013,C05,R009,2024-06-29,2024-06-30,2024-06-30,47,47,88125
S008073,P014,C01,R015,2023-03-14,2023-03-15,2023-03-15,245,245,1519000
S008074,P010,C05,R047,2024-11-02,2024-11-03,2024-11-06,282,282,1579200
S008075,P001,C05,R001,2024-06-21,2024-06-22,2024-06-26,136,136,19720
S008076,P013,C07,R026,2024-11-22,2024-11-24,2024-11-24,405,405,759375
S008077,P016,C04,R008,2024-12-06,2024-12-08,2024-12-08,113,113,375160
S008078,P008,C02,R019,2022-12-12,2022-12-13,2022-12-13,461,419,131385
S008079,P005,C02,R045,2024-03-03,2024-03-04,2024-03-04,452,452,94920
S008080,P005,C09,R003,2024-05-12,2024-05-13,2024-05-16,499,499,104790
S008081,P002,C10,R004,2024-07-21,2024-07-25,2024-07-25,362,362,35657
S008082,P017,C05,R044,2024-03-17,2024-03-22,2024-03-26,204,204,3774
S008083,P005,C01,R001,2023-03-08,2023-03-09,2023-03-09,376,376,78960
S008084,P006,C06,R019,2024-12-30,2024-12-31,2024-12-31,435,435,1827000
S008085,P001,C03,R007,2024-10-05,2024-10-07,2024-10-07,252,252,36540
S008086,P012,C09,R013,2023-01-25,2023-01-26,2023-01-26,176,176,700480
S008087,P001,C05,R026,2024-06-11,2024-06-13,2024-06-13,119,119,17255
S008088,P001,C01,R046,2024-12-11,2024-12-14,2024-12-18,485,485,70325
S008089,P005,C05,R018,2024-02-25,2024-02-29,2024-02-29,265,265,55650
S008090,P008,C09,R023,2024-06-27,2024-06-28,2024-06-28,415,415,118275
S008091,P016,C02,R004,2023-06-05,2023-06-09,2023-06-09,341,341,1132120
S008092,P007,C08,R014,2024-09-19,2024-09-23,2024-09-23,140,140,441000
S008093,P010,C01,R009,2022-09-18,2022-09-19,2022-09-19,435,435,2436000
S008094,P001,C02,R021,2024-10-16,2024-10-17,2024-10-17,375,375,54375
S008095,P016,C08,R036,2023-10-10,2023-10-15,2023-10-19,50,50,166000
S008096,P001,C02,R024,2023-09-05,2023-09-10,2023-09-10,37,37,5365
S008097,P015,C10,R011,2023-03-07,2023-03-08,2023-03-08,55,55,145750
S008098,P006,C03,R015,2024-09-28,2024-09-29,2024-09-29,478,478,2007600
S008099,P006,C09,R025,2024-11-01,2024-11-02,2024-11-02,324,324,1360800
S008100,P008,C07,R050,2024-03-09,2024-03-13,2024-03-13,142,142,40470
S008101,P020,C06,R018,2024-12-25,2024-12-29,2024-12-29,467,467,7005
S008102,P005,C08,R011,2023-08-07,2023-08-08,2023-08-08,109,109,22890
S008103,P011,C04,R016,2024-06-02,2024-06-07,2024-06-07,75,75,216750
S008104,P010,C04,R035,2024-08-20,2024-08-22,2024-08-22,177,177,991200
S008105,P013,C03,R007,2024-03-31,2024-04-02,2024-04-02,26,26,48750
S008106,P005,C02,R028,2024-04-06,2024-04-09,2024-04-09,127,127,26670
S008107,P012,C03,R044,2024-08-11,2024-08-16,2024-08-16,455,455,1810900
S008108,P003,C07,R049,2024-08-17,2024-08-18,2024-08-18,35,35,1470
S008109,P017,C10,R017,2023-08-15,2023-08-16,2023-08-16,36,36,666
S008110,P004,C08,R032,2023-03-23,2023-03-26,2023-03-26,452,452,34465
S008111,P009,C06,R049,2023-11-17,2023-11-18,2023-11-18,283,283,87730
S008112,P008,C05,R036,2023-10-13,2023-10-18,2023-10-18,360,360,102600
S008113,P016,C06,R035,2023-10-12,2023-10-14,2023-10-14,262,262,869840
S008114,P020,C05,R002,2024-08-02,2024-08-06,2024-08-06,353,353,5295
S008115,P008,C03,R040,2023-08-02,2023-08-05,2023-08-05,164,164,46740
S008116,P020,C04,R017,2023-07-19,2023-07-20,2023-07-20,459,459,6885
S008117,P016,C03,R034,2023-08-14,2023-08-18,2023-08-18,135,135,448200
S008118,P015,C05,R008,2024-01-23,2024-01-25,2024-01-25,267,267,707550
S008119,P008,C04,R021,2024-01-25,2024-01-26,2024-01-26,405,405,115425
S008120,P016,C10,R042,2024-06-27,2024-07-01,2024-07-01,441,441,1464120
S008121,P017,C07,R048,2023-06-14,2023-06-16,2023-06-16,285,285,5272.5
S008122,P004,C05,R042,2024-05-03,2024-05-07,2024-05-07,476,476,36295
S008123,P005,C10,R041,2023-02-08,2023-02-09,2023-02-09,296,296,62160
S008124,P013,C06,R019,2024-08-14,2024-08-15,2024-08-15,387,387,725625
S008125,P012,C01,R009,2023-10-23,2023-10-24,2023-10-26,340,340,1353200
S008126,P005,C10,R039,2022-03-21,2022-03-22,2022-03-22,113,113,23730
S008127,P016,C05,R010,2023-02-17,2023-02-22,2023-02-24,189,189,627480
S008128,P017,C02,R021,2023-09-06,2023-09-07,2023-09-07,98,98,1813
S008129,P007,C02,R005,2024-07-17,2024-07-18,2024-07-18,377,377,1187550
S008130,P009,C10,R008,2022-10-14,2022-10-16,2022-10-16,377,377,116870
S008131,P013,C09,R048,2024-01-16,2024-01-18,2024-01-18,62,62,116250
S008132,P009,C08,R008,2022-08-28,2022-08-30,2022-08-30,197,197,61070
S008133,P005,C09,R034,2023-08-08,2023-08-12,2023-08-12,172,172,36120
S008134,P010,C01,R041,2024-12-06,2024-12-07,2024-12-07,123,123,688800
S008135,P004,C04,R040,2024-02-28,2024-03-02,2024-03-02,332,332,25315
S008136,P006,C05,R037,2023-11-09,2023-11-10,2023-11-10,427,427,1793400
S008137,P007,C06,R047,2024-09-29,2024-09-30,2024-09-30,303,303,954450
S008138,P012,C05,R045,2024-04-08,2024-04-09,2024-04-09,178,178,708440
S008139,P014,C10,R045,2024-06-28,2024-06-29,2024-07-01,255,255,1581000
S008140,P012,C06,R012,2024-06-01,2024-06-03,2024-06-03,64,64,254720
S008141,P018,C04,R033,2023-09-09,2023-09-10,2023-09-10,275,275,9350
S008142,P008,C10,R001,2023-09-16,2023-09-17,2023-09-17,119,119,33915
S008143,P010,C09,R048,2023-10-13,2023-10-15,2023-10-15,158,158,884800
S008144,P019,C02,R007,2023-08-19,2023-08-21,2023-08-24,74,74,1683.5
S008145,P004,C06,R028,2024-09-18,2024-09-21,2024-09-21,70,70,5337.5
S008146,P004,C07,R001,2022-01-08,2022-01-09,2022-01-09,72,72,5490
S008147,P011,C10,R029,2024-04-07,2024-04-08,2024-04-08,392,392,1132880
S008148,P018,C02,R021,2023-07-15,2023-07-16,2023-07-16,75,75,2550
S008149,P016,C02,R016,2023-05-20,2023-05-25,2023-05-25,351,351,1165320
S008150,P004,C05,R037,2023-05-29,2023-05-30,2023-05-30,309,309,23561.25
S008151,P009,C03,R045,2023-10-14,2023-10-15,2023-10-15,76,76,23560
S008152,P005,C09,R042,2024-09-25,2024-09-29,2024-09-29,450,450,94500
S008153,P011,C04,R017,2023-03-13,2023-03-14,2023-03-14,345,345,997050
S008154,P006,C03,R021,2024-08-07,2024-08-08,2024-08-08,388,388,1629600
S008155,P007,C05,R026,2024-04-17,2024-04-19,2024-04-22,178,178,560700
S008156,P014,C05,R034,2024-12-14,2024-12-18,2024-12-22,309,309,1915800
S008157,P017,C02,R050,2024-10-25,2024-10-29,2024-10-29,188,188,3478
S008158,P018,C03,R001,2023-09-07,2023-09-08,2023-09-08,206,206,7004
S008159,P017,C06,R030,2024-11-28,2024-12-01,2024-12-01,84,84,1554
S008160,P003,C05,R003,2024-05-21,2024-05-22,2024-05-22,250,250,10500
S008161,P012,C07,R020,2024-10-24,2024-10-28,2024-10-28,198,198,788040
S008162,P019,C07,R024,2024-10-18,2024-10-23,2024-10-23,212,212,4823
S008163,P019,C07,R031,2024-10-09,2024-10-10,2024-10-10,179,179,4072.25
S008164,P012,C02,R008,2023-12-24,2023-12-26,2023-12-26,200,200,796000
S008165,P013,C06,R036,2024-12-03,2024-12-08,2024-12-08,73,73,136875
S008166,P018,C07,R013,2023-07-13,2023-07-14,2023-07-15,65,65,2210
S008167,P004,C02,R017,2023-08-09,2023-08-10,2023-08-10,301,301,22951.25
S008168,P014,C03,R008,2023-12-27,2023-12-29,2023-12-29,489,489,3031800
S008169,P007,C05,R016,2023-10-19,2023-10-24,2023-10-24,296,296,932400
S008170,P015,C08,R008,2024-09-04,2024-09-06,2024-09-08,214,214,567100
S008171,P015,C04,R007,2024-06-03,2024-06-05,2024-06-05,217,217,575050
S008172,P003,C05,R014,2024-07-18,2024-07-22,2024-07-22,156,156,6552
S008173,P010,C03,R011,2024-06-10,2024-06-11,2024-06-11,337,337,1887200
S008174,P004,C08,R050,2024-03-10,2024-03-14,2024-03-14,44,44,3355
S008175,P017,C07,R009,2023-12-28,2023-12-29,2023-12-29,367,367,6789.5
S008176,P004,C09,R019,2024-07-01,2024-07-02,2024-07-02,155,155,11818.75
S008177,P003,C07,R020,2023-09-23,2023-09-27,2023-09-27,142,142,5964
S008178,P003,C01,R015,2024-05-29,2024-05-30,2024-05-30,48,48,2016
S008179,P004,C07,R037,2024-05-06,2024-05-07,2024-05-07,59,59,4498.75
S008180,P020,C05,R042,2024-01-17,2024-01-21,2024-01-21,475,475,7125
S008181,P016,C02,R020,2023-11-26,2023-11-30,2023-11-30,53,53,175960
S008182,P015,C02,R035,2024-09-01,2024-09-03,2024-09-03,438,438,1160700
S008183,P006,C01,R005,2023-08-20,2023-08-21,2023-08-21,164,164,688800
S008184,P020,C07,R011,2024-07-25,2024-07-26,2024-07-26,45,45,675
S008185,P018,C03,R032,2022-09-11,2022-09-14,2022-09-14,129,129,4386
S008186,P007,C06,R005,2024-09-16,2024-09-17,2024-09-17,442,442,1392300
S008187,P001,C06,R013,2023-12-03,2023-12-04,2023-12-04,117,117,16965
S008188,P009,C05,R046,2024-03-10,2024-03-13,2024-03-14,239,239,74090
S008189,P001,C07,R025,2024-08-11,2024-08-12,2024-08-12,90,90,13050
S008190,P015,C05,R006,2024-12-27,2024-12-31,2025-01-01,97,97,257050
S008191,P004,C02,R028,2024-11-16,2024-11-19,2024-11-19,394,394,30042.5
S008192,P007,C06,R006,2024-03-31,2024-04-04,2024-04-04,312,312,982800
S008193,P016,C02,R049,2023-12-28,2023-12-29,2023-12-29,411,411,1364520
S008194,P005,C03,R035,2023-02-09,2023-02-11,2023-02-11,78,78,16380
S008195,P006,C05,R047,2024-10-30,2024-10-31,2024-10-31,297,297,1247400
S008196,P009,C05,R026,2024-07-07,2024-07-09,2024-07-09,421,421,130510
S008197,P008,C07,R025,2023-05-06,2023-05-07,2023-05-07,349,349,99465
S008198,P015,C02,R029,2022-09-09,2022-09-10,2022-09-10,186,186,492900
S008199,P017,C09,R035,2024-11-08,2024-11-10,2024-11-10,258,258,4773
S008200,P014,C06,R025,2023-12-27,2023-12-28,2023-12-28,128,128,793600
S008201,P003,C04,R015,2023-09-16,2023-09-17,2023-09-17,229,229,9618
S008202,P007,C09,R016,2024-11-21,2024-11-26,2024-11-26,496,496,1562400
S008203,P019,C08,R046,2023-06-29,2023-07-02,2023-07-02,27,27,614.25
S008204,P003,C06,R008,2024-01-28,2024-01-30,2024-02-02,187,187,7854
S008205,P004,C04,R025,2024-04-26,2024-04-27,2024-04-27,348,348,26535
