log_id,shipment_id,reading_timestamp,recorded_temperature_c,within_range
L00051145,S008591,2024-08-07 21:00:00,6.4,True
L00051146,S008592,2023-03-16 10:00:00,4.1,True
L00051147,S008592,2023-03-16 15:00:00,7.6,True
L00051148,S008592,2023-03-17 16:00:00,5.5,True
L00051149,S008593,2024-08-23 00:00:00,3.2,True
L00051150,S008593,2024-08-23 22:00:00,7.0,True
L00051151,S008593,2024-08-24 00:00:00,7.5,True
L00051152,S008594,2023-10-24 13:00:00,7.1,True
L00051153,S008594,2023-10-24 23:40:00,5.5,True
L00051154,S008594,2023-10-25 14:20:00,6.8,True
L00051155,S008594,2023-10-25 23:00:00,3.2,True
L00051156,S008594,2023-10-26 15:40:00,3.7,True
L00051157,S008594,2023-10-26 09:20:00,4.7,True
L00051158,S008594,2023-10-27 10:00:00,6.9,True
L00051159,S008594,2023-10-27 08:40:00,4.6,True
L00051160,S008594,2023-10-28 02:20:00,5.7,True
L00051161,S008594,2023-10-28 07:00:00,4.4,True
L00051162,S008595,2024-09-09 20:00:00,6.5,True
L00051163,S008595,2024-09-09 14:00:00,0.8,False
L00051164,S008595,2024-09-09 17:00:00,2.9,True
L00051165,S008595,2024-09-10 23:00:00,5.6,True
L00051166,S008596,2024-07-09 23:00:00,6.8,True
L00051167,S008596,2024-07-09 17:00:00,4.2,True
L00051168,S008596,2024-07-10 20:00:00,6.6,True
L00051169,S008597,2023-08-28 02:00:00,2.8,True
L00051170,S008597,2023-08-29 04:00:00,3.1,True
L00051171,S008597,2023-08-29 09:00:00,6.7,True
L00051172,S008598,2023-08-26 03:00:00,7.4,True
L00051173,S008598,2023-08-27 04:00:00,4.5,True
L00051174,S008598,2023-08-27 10:00:00,4.2,True
L00051175,S008598,2023-08-28 15:00:00,3.1,True
L00051176,S008599,2022-10-18 06:00:00,5.9,True
L00051177,S008599,2022-10-18 17:00:00,4.5,True
L00051178,S008599,2022-10-19 09:00:00,7.4,True
L00051179,S008599,2022-10-19 12:00:00,2.4,True
L00051180,S008599,2022-10-20 21:00:00,4.4,True
L00051181,S008600,2022-06-18 17:00:00,3.2,True
L00051182,S008600,2022-06-18 12:00:00,3.5,True
L00051183,S008600,2022-06-19 00:00:00,5.4,True
L00051184,S008601,2024-04-22 17:00:00,3.7,True
L00051185,S008601,2024-04-23 05:00:00,3.8,True
L00051186,S008601,2024-04-23 13:00:00,6.9,True
L00051187,S008601,2024-04-23 13:00:00,2.5,True
L00051188,S008601,2024-04-24 02:00:00,7.6,True
L00051189,S008601,2024-04-25 00:00:00,3.8,True
L00051190,S008601,2024-04-25 00:00:00,2.5,True
L00051191,S008602,2023-04-04 19:00:00,7.7,True
L00051192,S008602,2023-04-05 11:00:00,3.6,True
L00051193,S008602,2023-04-05 10:00:00,3.5,True
L00051194,S008603,2024-09-28 23:00:00,2.8,True
L00051195,S008603,2024-09-28 11:00:00,5.6,True
L00051196,S008603,2024-09-29 12:00:00,5.0,True
L00051197,S008603,2024-09-29 09:00:00,4.9,True
L00051198,S008604,2024-04-22 02:00:00,3.1,True
L00051199,S008604,2024-04-22 11:40:00,5.1,True
L00051200,S008604,2024-04-23 16:20:00,3.9,True
L00051201,S008604,2024-04-23 11:00:00,2.9,True
L00051202,S008604,2024-04-23 23:40:00,4.4,True
L00051203,S008604,2024-04-25 01:20:00,4.9,True
L00051204,S008604,2024-04-25 05:00:00,5.9,True
L00051205,S008604,2024-04-26 01:40:00,3.5,True
L00051206,S008604,2024-04-26 09:20:00,7.0,True
L00051207,S008604,2024-04-26 14:00:00,3.3,True
L00051208,S008605,2024-12-29 02:00:00,5.2,True
L00051209,S008605,2024-12-29 08:00:00,3.4,True
L00051210,S008605,2024-12-30 14:00:00,7.2,True
L00051211,S008605,2024-12-30 06:00:00,6.3,True
L00051212,S008606,2022-08-04 07:00:00,5.3,True
L00051213,S008606,2022-08-04 22:00:00,7.0,True
L00051214,S008606,2022-08-05 15:00:00,7.1,True
L00051215,S008607,2024-08-28 07:00:00,,
L00051216,S008607,2024-08-28 19:00:00,2.3,True
L00051217,S008607,2024-08-29 00:00:00,2.6,True
L00051218,S008607,2024-08-29 14:00:00,3.2,True
L00051219,S008607,2024-08-30 20:00:00,7.2,True
L00051220,S008608,2024-08-16 03:00:00,7.3,True
L00051221,S008608,2024-08-17 15:00:00,7.3,True
L00051222,S008608,2024-08-17 09:00:00,4.1,True
L00051223,S008608,2024-08-18 07:00:00,2.8,True
L00051224,S008609,2024-10-19 13:00:00,2.6,True
L00051225,S008609,2024-10-19 14:00:00,4.9,True
L00051226,S008609,2024-10-19 17:00:00,7.0,True
L00051227,S008609,2024-10-20 23:00:00,2.9,True
L00051228,S008610,2024-07-09 18:00:00,7.2,True
L00051229,S008610,2024-07-09 14:00:00,6.4,True
L00051230,S008610,2024-07-10 00:00:00,3.7,True
L00051231,S008610,2024-07-10 08:00:00,2.9,True
L00051232,S008611,2023-09-16 19:00:00,4.0,True
L00051233,S008611,2023-09-16 15:00:00,4.5,True
L00051234,S008611,2023-09-16 19:00:00,4.5,True
L00051235,S008611,2023-09-17 18:00:00,4.1,True
L00051236,S008612,2024-11-18 08:00:00,4.3,True
L00051237,S008612,2024-11-19 07:40:00,6.9,True
L00051238,S008612,2024-11-18 21:20:00,2.5,True
L00051239,S008612,2024-11-20 05:00:00,5.2,True
L00051240,S008612,2024-11-19 21:40:00,6.8,True
L00051241,S008612,2024-11-20 09:20:00,2.4,True
L00051242,S008612,2024-11-20 23:00:00,3.8,True
L00051243,S008612,2024-11-21 15:40:00,2.6,True
L00051244,S008612,2024-11-21 16:20:00,5.5,True
L00051245,S008612,2024-11-22 13:00:00,4.0,True
L00051246,S008613,2024-12-08 00:00:00,5.4,True
L00051247,S008613,2024-12-09 06:00:00,5.8,True
L00051248,S008613,2024-12-09 02:00:00,4.1,True
L00051249,S008613,2024-12-09 21:00:00,2.5,True
L00051250,S008614,2024-06-07 10:00:00,2.7,True
L00051251,S008614,2024-06-07 14:00:00,7.3,True
L00051252,S008614,2024-06-08 12:00:00,6.1,True
L00051253,S008614,2024-06-08 03:00:00,7.1,True
L00051254,S008615,2024-12-21 03:00:00,6.6,True
L00051255,S008615,2024-12-21 18:40:00,5.4,True
L00051256,S008615,2024-12-22 18:20:00,7.6,True
L00051257,S008615,2024-12-23 06:00:00,3.6,True
L00051258,S008615,2024-12-23 14:40:00,2.4,True
L00051259,S008615,2024-12-24 03:20:00,3.3,True
L00051260,S008615,2024-12-24 00:00:00,3.0,True
L00051261,S008615,2024-12-24 05:40:00,4.7,True
L00051262,S008615,2024-12-25 02:20:00,2.7,True
L00051263,S008615,2024-12-25 18:00:00,3.5,True
L00051264,S008616,2022-12-06 05:00:00,7.7,True
L00051265,S008616,2022-12-06 18:00:00,5.0,True
L00051266,S008616,2022-12-07 05:00:00,4.6,True
L00051267,S008617,2024-09-27 04:00:00,3.0,True
L00051268,S008617,2024-09-27 16:00:00,2.8,True
L00051269,S008617,2024-09-28 01:00:00,4.0,True
L00051270,S008617,2024-09-28 16:00:00,7.0,True
L00051271,S008618,2024-08-30 01:00:00,3.8,True
L00051272,S008618,2024-08-31 08:00:00,6.7,True
L00051273,S008618,2024-08-31 02:00:00,7.3,True
L00051274,S008618,2024-08-31 22:00:00,5.8,True
L00051275,S008618,2024-09-01 11:00:00,2.8,True
L00051276,S008618,2024-09-02 07:00:00,5.0,True
L00051277,S008618,2024-09-02 01:00:00,6.9,True
L00051278,S008618,2024-09-02 13:00:00,4.3,True
L00051279,S008618,2024-09-03 21:00:00,2.7,True
L00051280,S008619,2024-08-24 14:00:00,4.9,True
L00051281,S008619,2024-08-24 23:00:00,2.7,True
L00051282,S008619,2024-08-25 13:00:00,7.1,True
L00051283,S008619,2024-08-25 04:00:00,-0.4,False
L00051284,S008620,2023-09-20 12:00:00,4.8,True
L00051285,S008620,2023-09-21 02:00:00,6.2,True
L00051286,S008620,2023-09-21 04:00:00,6.8,True
L00051287,S008620,2023-09-22 10:00:00,5.7,True
L00051288,S008620,2023-09-22 19:00:00,5.3,True
L00051289,S008620,2023-09-23 01:00:00,6.3,True
L00051290,S008620,2023-09-23 18:00:00,4.2,True
L00051291,S008621,2023-10-25 05:00:00,2.9,True
L00051292,S008621,2023-10-25 18:00:00,6.8,True
L00051293,S008621,2023-10-26 00:00:00,6.6,True
L00051294,S008622,2022-09-12 02:00:00,5.4,True
L00051295,S008622,2022-09-13 08:00:00,4.9,True
L00051296,S008622,2022-09-13 18:00:00,6.0,True
L00051297,S008623,2024-03-24 18:00:00,2.6,True
L00051298,S008623,2024-03-24 16:00:00,5.1,True
L00051299,S008623,2024-03-25 13:00:00,3.4,True
L00051300,S008624,2023-12-16 23:00:00,2.8,True
L00051301,S008624,2023-12-17 07:00:00,5.0,True
L00051302,S008624,2023-12-17 22:00:00,4.1,True
L00051303,S008624,2023-12-17 22:00:00,3.1,True
L00051304,S008624,2023-12-18 05:00:00,5.4,True
L00051305,S008624,2023-12-19 00:00:00,2.6,True
L00051306,S008624,2023-12-19 08:00:00,6.4,True
L00051307,S008624,2023-12-20 07:00:00,2.6,True
L00051308,S008624,2023-12-20 04:00:00,7.5,True
L00051309,S008625,2024-07-28 02:00:00,6.6,True
L00051310,S008625,2024-07-29 00:00:00,4.4,True
L00051311,S008625,2024-07-29 12:00:00,3.4,True
L00051312,S008626,2024-08-17 08:00:00,5.6,True
L00051313,S008626,2024-08-17 22:00:00,3.5,True
L00051314,S008626,2024-08-18 20:00:00,4.9,True
L00051315,S008627,2023-09-09 14:00:00,2.5,True
L00051316,S008627,2023-09-10 05:36:00,3.4,True
L00051317,S008627,2023-09-10 01:12:00,4.1,True
L00051318,S008627,2023-09-10 10:48:00,2.7,True
L00051319,S008627,2023-09-10 22:24:00,3.3,True
L00051320,S008627,2023-09-11 09:00:00,6.3,True
L00051321,S008628,2024-06-26 12:00:00,4.4,True
L00051322,S008628,2024-06-26 20:36:00,6.7,True
L00051323,S008628,2024-06-27 04:12:00,3.3,True
L00051324,S008628,2024-06-27 23:48:00,7.1,True
L00051325,S008628,2024-06-28 01:24:00,4.1,True
L00051326,S008628,2024-06-28 05:00:00,3.7,True
L00051327,S008629,2023-12-02 03:00:00,2.6,True
L00051328,S008629,2023-12-02 13:42:51,4.3,True
L00051329,S008629,2023-12-03 10:25:43,4.5,True
L00051330,S008629,2023-12-03 23:08:34,3.0,True
L00051331,S008629,2023-12-04 20:51:26,5.4,True
L00051332,S008629,2023-12-05 03:34:17,2.5,True
L00051333,S008629,2023-12-06 09:17:09,6.1,True
L00051334,S008629,2023-12-06 23:00:00,2.5,True
L00051335,S008630,2024-10-20 03:00:00,4.8,True
L00051336,S008630,2024-10-21 01:00:00,3.1,True
L00051337,S008630,2024-10-21 19:00:00,3.0,True
L00051338,S008630,2024-10-21 15:00:00,6.2,True
L00051339,S008630,2024-10-22 22:00:00,6.5,True
L00051340,S008630,2024-10-23 03:00:00,6.3,True
L00051341,S008630,2024-10-23 06:00:00,4.5,True
L00051342,S008630,2024-10-23 18:00:00,7.7,True
L00051343,S008630,2024-10-24 18:00:00,4.1,True
L00051344,S008631,2023-06-27 11:00:00,5.7,True
L00051345,S008631,2023-06-27 13:36:00,4.6,True
L00051346,S008631,2023-06-28 12:12:00,6.9,True
L00051347,S008631,2023-06-28 18:48:00,5.4,True
L00051348,S008631,2023-06-29 05:24:00,5.7,True
L00051349,S008631,2023-06-29 12:00:00,7.6,True
L00051350,S008632,2024-08-18 21:00:00,6.0,True
L00051351,S008632,2024-08-19 10:00:00,2.9,True
L00051352,S008632,2024-08-19 23:00:00,6.9,True
L00051353,S008633,2024-03-09 02:00:00,3.6,True
L00051354,S008633,2024-03-10 08:00:00,4.6,True
L00051355,S008633,2024-03-10 08:00:00,6.0,True
L00051356,S008634,2023-06-25 06:00:00,2.9,True
L00051357,S008634,2023-06-25 21:00:00,7.2,True
L00051358,S008634,2023-06-26 07:00:00,3.5,True
L00051359,S008634,2023-06-26 00:00:00,7.0,True
L00051360,S008635,2023-08-27 11:00:00,5.2,True
L00051361,S008635,2023-08-27 12:54:33,4.0,True
L00051362,S008635,2023-08-28 20:49:05,4.6,True
L00051363,S008635,2023-08-28 14:43:38,4.4,True
L00051364,S008635,2023-08-29 03:38:11,2.7,True
L00051365,S008635,2023-08-30 01:32:44,7.2,True
L00051366,S008635,2023-08-29 18:27:16,5.8,True
L00051367,S008635,2023-08-30 18:21:49,6.9,True
L00051368,S008635,2023-08-31 13:16:22,6.5,True
L00051369,S008635,2023-08-31 06:10:55,2.7,True
L00051370,S008635,2023-09-01 05:05:27,3.5,True
L00051371,S008635,2023-09-01 05:00:00,7.4,True
L00051372,S008636,2024-01-15 02:00:00,6.9,True
L00051373,S008636,2024-01-15 20:40:00,6.5,True
L00051374,S008636,2024-01-16 18:20:00,6.6,True
L00051375,S008636,2024-01-16 15:00:00,3.7,True
L00051376,S008636,2024-01-17 00:40:00,7.6,True
L00051377,S008636,2024-01-18 04:20:00,2.8,True
L00051378,S008636,2024-01-18 11:00:00,6.7,True
L00051379,S008636,2024-01-18 21:40:00,2.8,True
L00051380,S008636,2024-01-19 01:20:00,3.7,True
L00051381,S008636,2024-01-19 03:00:00,5.0,True
L00051382,S008637,2022-09-10 03:00:00,4.6,True
L00051383,S008637,2022-09-11 02:00:00,7.3,True
L00051384,S008637,2022-09-10 17:00:00,4.7,True
L00051385,S008637,2022-09-11 04:00:00,3.8,True
L00051386,S008638,2024-05-11 00:00:00,6.5,True
L00051387,S008638,2024-05-11 13:00:00,5.2,True
L00051388,S008638,2024-05-12 13:00:00,5.2,True
L00051389,S008638,2024-05-12 13:00:00,7.6,True
L00051390,S008638,2024-05-13 06:00:00,4.7,True
L00051391,S008638,2024-05-13 12:00:00,3.4,True
L00051392,S008638,2024-05-14 00:00:00,6.0,True
L00051393,S008638,2024-05-15 05:00:00,6.7,True
L00051394,S008638,2024-05-15 12:00:00,5.0,True
L00051395,S008639,2024-06-29 04:00:00,5.3,True
L00051396,S008639,2024-06-29 20:00:00,5.7,True
L00051397,S008639,2024-06-30 04:00:00,2.7,True
L00051398,S008640,2024-05-07 01:00:00,4.4,True
L00051399,S008640,2024-05-08 05:54:33,6.9,True
L00051400,S008640,2024-05-08 00:49:05,2.9,True
L00051401,S008640,2024-05-09 05:43:38,2.6,True
L00051402,S008640,2024-05-09 12:38:11,2.8,True
L00051403,S008640,2024-05-10 01:32:44,6.0,True
L00051404,S008640,2024-05-10 01:27:16,5.5,True
L00051405,S008640,2024-05-10 12:21:49,5.7,True
L00051406,S008640,2024-05-10 20:16:22,3.1,True
L00051407,S008640,2024-05-11 02:10:55,5.1,True
L00051408,S008640,2024-05-12 01:05:27,6.4,True
L00051409,S008640,2024-05-12 18:00:00,6.0,True
L00051410,S008641,2023-12-27 22:00:00,,
L00051411,S008641,2023-12-28 00:00:00,6.3,True
L00051412,S008641,2023-12-28 15:00:00,5.5,True
L00051413,S008642,2023-06-05 17:00:00,4.7,True
L00051414,S008642,2023-06-06 10:00:00,3.6,True
L00051415,S008642,2023-06-06 18:00:00,4.0,True
L00051416,S008642,2023-06-06 13:00:00,4.6,True
L00051417,S008642,2023-06-07 08:00:00,5.6,True
L00051418,S008643,2024-08-18 16:00:00,4.1,True
L00051419,S008643,2024-08-18 11:00:00,6.0,True
L00051420,S008643,2024-08-19 10:00:00,7.0,True
L00051421,S008643,2024-08-19 22:00:00,3.1,True
L00051422,S008644,2024-06-03 21:00:00,4.9,True
L00051423,S008644,2024-06-03 19:00:00,5.3,True
L00051424,S008644,2024-06-04 15:00:00,6.9,True
L00051425,S008644,2024-06-04 03:00:00,2.9,True
L00051426,S008645,2022-12-26 21:00:00,4.1,True
L00051427,S008645,2022-12-27 08:00:00,6.8,True
L00051428,S008645,2022-12-27 20:00:00,3.0,True
L00051429,S008646,2024-12-28 03:00:00,7.5,True
L00051430,S008646,2024-12-28 12:00:00,3.1,True
L00051431,S008646,2024-12-29 05:00:00,3.6,True
L00051432,S008647,2023-10-29 15:00:00,6.3,True
L00051433,S008647,2023-10-30 03:00:00,5.5,True
L00051434,S008647,2023-10-30 22:00:00,5.9,True
L00051435,S008648,2024-07-16 09:00:00,6.2,True
L00051436,S008648,2024-07-16 20:36:00,2.7,True
L00051437,S008648,2024-07-17 14:12:00,9.5,False
L00051438,S008648,2024-07-17 13:48:00,4.8,True
L00051439,S008648,2024-07-17 16:24:00,5.8,True
L00051440,S008648,2024-07-18 17:00:00,7.1,True
L00051441,S008649,2024-03-05 00:00:00,7.7,True
L00051442,S008649,2024-03-06 02:00:00,4.6,True
L00051443,S008649,2024-03-06 08:00:00,3.5,True
L00051444,S008649,2024-03-06 21:00:00,3.2,True
L00051445,S008650,2024-10-14 07:00:00,4.5,True
L00051446,S008650,2024-10-15 04:24:00,7.7,True
L00051447,S008650,2024-10-15 11:48:00,2.8,True
L00051448,S008650,2024-10-16 11:12:00,5.3,True
L00051449,S008650,2024-10-17 06:36:00,6.5,True
L00051450,S008650,2024-10-17 20:00:00,6.0,True
L00051451,S008651,2024-02-18 22:00:00,4.4,True
L00051452,S008651,2024-02-19 07:54:33,7.4,True
L00051453,S008651,2024-02-19 04:49:05,4.2,True
L00051454,S008651,2024-02-19 13:43:38,-0.6,False
L00051455,S008651,2024-02-20 05:38:11,6.4,True
L00051456,S008651,2024-02-21 03:32:44,3.1,True
L00051457,S008651,2024-02-20 23:27:16,7.5,True
L00051458,S008651,2024-02-22 00:21:49,5.7,True
L00051459,S008651,2024-02-21 16:16:22,5.5,True
L00051460,S008651,2024-02-22 11:10:55,2.4,True
L00051461,S008651,2024-02-23 08:05:27,6.1,True
L00051462,S008651,2024-02-23 02:00:00,2.6,True
L00051463,S008652,2023-04-17 22:00:00,3.5,True
L00051464,S008652,2023-04-17 17:00:00,6.1,True
L00051465,S008652,2023-04-18 06:00:00,7.5,True
L00051466,S008652,2023-04-18 12:00:00,7.4,True
L00051467,S008652,2023-04-19 21:00:00,6.2,True
L00051468,S008652,2023-04-20 09:00:00,3.3,True
L00051469,S008652,2023-04-20 17:00:00,3.1,True
L00051470,S008652,2023-04-21 00:00:00,7.0,True
L00051471,S008652,2023-04-21 00:00:00,7.5,True
L00051472,S008653,2024-05-13 09:00:00,3.3,True
L00051473,S008653,2024-05-13 15:00:00,2.5,True
L00051474,S008653,2024-05-14 05:00:00,3.9,True
L00051475,S008653,2024-05-15 03:00:00,6.6,True
L00051476,S008653,2024-05-15 00:00:00,7.4,True
L00051477,S008653,2024-05-15 17:00:00,5.4,True
L00051478,S008653,2024-05-16 20:00:00,2.8,True
L00051479,S008653,2024-05-16 16:00:00,5.0,True
L00051480,S008653,2024-05-17 18:00:00,7.7,True
L00051481,S008654,2024-11-26 10:00:00,4.3,True
L00051482,S008654,2024-11-27 03:00:00,4.5,True
L00051483,S008654,2024-11-26 16:00:00,2.7,True
L00051484,S008654,2024-11-27 05:00:00,4.3,True
L00051485,S008655,2024-11-04 16:00:00,6.5,True
L00051486,S008655,2024-11-04 20:17:09,7.3,True
L00051487,S008655,2024-11-05 12:34:17,7.2,True
L00051488,S008655,2024-11-05 07:51:26,6.1,True
L00051489,S008655,2024-11-06 10:08:34,5.2,True
L00051490,S008655,2024-11-06 12:25:43,6.5,True
L00051491,S008655,2024-11-07 11:42:51,5.1,True
L00051492,S008655,2024-11-07 16:00:00,4.0,True
L00051493,S008656,2023-07-12 16:00:00,4.0,True
L00051494,S008656,2023-07-13 04:00:00,3.0,True
L00051495,S008656,2023-07-13 02:00:00,3.5,True
L00051496,S008656,2023-07-13 21:00:00,6.4,True
L00051497,S008656,2023-07-14 21:00:00,6.4,True
L00051498,S008657,2023-11-12 23:00:00,4.6,True
L00051499,S008657,2023-11-13 04:00:00,3.9,True
L00051500,S008657,2023-11-12 18:00:00,5.6,True
L00051501,S008657,2023-11-13 20:00:00,6.8,True
L00051502,S008658,2022-04-17 09:00:00,5.3,True
L00051503,S008658,2022-04-17 15:00:00,4.8,True
L00051504,S008658,2022-04-18 20:00:00,6.4,True
L00051505,S008659,2023-01-21 19:00:00,4.0,True
L00051506,S008659,2023-01-22 03:42:51,3.6,True
L00051507,S008659,2023-01-22 12:25:43,4.0,True
L00051508,S008659,2023-01-22 21:08:34,7.6,True
L00051509,S008659,2023-01-23 14:51:26,5.4,True
L00051510,S008659,2023-01-24 07:34:17,5.5,True
L00051511,S008659,2023-01-25 02:17:09,5.8,True
L00051512,S008659,2023-01-25 17:00:00,4.4,True
L00051513,S008660,2024-12-19 07:00:00,6.2,True
L00051514,S008660,2024-12-19 18:54:33,3.2,True
L00051515,S008660,2024-12-20 03:49:05,6.7,True
L00051516,S008660,2024-12-20 15:43:38,5.6,True
L00051517,S008660,2024-12-21 00:38:11,4.9,True
L00051518,S008660,2024-12-21 21:32:44,4.2,True
L00051519,S008660,2024-12-22 14:27:16,5.0,True
L00051520,S008660,2024-12-22 08:21:49,5.2,True
L00051521,S008660,2024-12-22 19:16:22,3.6,True
L00051522,S008660,2024-12-23 06:10:55,7.6,True
L00051523,S008660,2024-12-23 14:05:27,7.2,True
L00051524,S008660,2024-12-24 07:00:00,4.4,True
L00051525,S008661,2023-07-06 10:00:00,2.9,True
L00051526,S008661,2023-07-06 21:00:00,5.4,True
L00051527,S008661,2023-07-07 21:00:00,4.9,True
L00051528,S008661,2023-07-08 11:00:00,3.1,True
L00051529,S008661,2023-07-08 09:00:00,7.1,True
L00051530,S008661,2023-07-09 06:00:00,3.0,True
L00051531,S008661,2023-07-09 03:00:00,5.5,True
L00051532,S008661,2023-07-10 02:00:00,4.0,True
L00051533,S008661,2023-07-10 18:00:00,4.6,True
L00051534,S008662,2023-05-19 17:00:00,6.1,True
L00051535,S008662,2023-05-20 00:00:00,6.4,True
L00051536,S008662,2023-05-20 04:00:00,6.4,True
L00051537,S008663,2024-09-22 13:00:00,6.8,True
L00051538,S008663,2024-09-23 04:00:00,4.9,True
L00051539,S008663,2024-09-23 12:00:00,5.4,True
L00051540,S008663,2024-09-23 17:00:00,7.1,True
L00051541,S008663,2024-09-24 22:00:00,6.1,True
L00051542,S008663,2024-09-25 02:00:00,3.0,True
L00051543,S008663,2024-09-25 20:00:00,6.5,True
L00051544,S008664,2022-06-15 23:00:00,4.8,True
L00051545,S008664,2022-06-15 18:20:00,2.4,True
L00051546,S008664,2022-06-16 13:40:00,6.2,True
L00051547,S008664,2022-06-16 18:00:00,7.3,True
L00051548,S008664,2022-06-17 05:20:00,2.9,True
L00051549,S008664,2022-06-18 02:40:00,4.8,True
L00051550,S008664,2022-06-18 14:00:00,5.7,True
L00051551,S008664,2022-06-19 05:20:00,5.7,True
L00051552,S008664,2022-06-20 06:40:00,4.0,True
L00051553,S008664,2022-06-20 13:00:00,2.4,True
L00051554,S008665,2024-10-28 21:00:00,3.1,True
L00051555,S008665,2024-10-28 12:00:00,5.4,True
L00051556,S008665,2024-10-29 09:00:00,5.7,True
L00051557,S008666,2023-12-30 14:00:00,7.1,True
L00051558,S008666,2023-12-30 08:00:00,7.6,True
L00051559,S008666,2023-12-31 08:00:00,2.5,True
L00051560,S008666,2023-12-31 17:00:00,2.6,True
L00051561,S008667,2023-04-24 07:00:00,5.6,True
L00051562,S008667,2023-04-25 01:00:00,2.8,True
L00051563,S008667,2023-04-25 06:00:00,3.6,True
L00051564,S008668,2024-02-09 14:00:00,3.8,True
L00051565,S008668,2024-02-09 15:00:00,6.2,True
L00051566,S008668,2024-02-10 08:00:00,2.3,True
L00051567,S008669,2024-08-10 05:00:00,3.0,True
L00051568,S008669,2024-08-11 04:00:00,3.6,True
L00051569,S008669,2024-08-11 22:00:00,2.4,True
L00051570,S008669,2024-08-11 22:00:00,5.4,True
L00051571,S008669,2024-08-12 15:00:00,4.4,True
L00051572,S008669,2024-08-13 11:00:00,4.6,True
L00051573,S008669,2024-08-13 15:00:00,2.9,True
L00051574,S008669,2024-08-14 02:00:00,4.2,True
L00051575,S008669,2024-08-14 22:00:00,7.3,True
L00051576,S008669,2024-08-14 18:00:00,2.6,True
L00051577,S008669,2024-08-15 17:00:00,7.6,True
L00051578,S008670,2024-10-05 11:00:00,6.8,True
L00051579,S008670,2024-10-06 08:00:00,5.4,True
L00051580,S008670,2024-10-06 15:00:00,5.8,True
L00051581,S008671,2023-05-06 08:00:00,4.5,True
L00051582,S008671,2023-05-06 19:17:09,6.7,True
L00051583,S008671,2023-05-07 02:34:17,7.4,True
L00051584,S008671,2023-05-07 23:51:26,7.4,True
L00051585,S008671,2023-05-07 21:08:34,3.1,True
L00051586,S008671,2023-05-08 17:25:43,6.0,True
L00051587,S008671,2023-05-09 06:42:51,5.4,True
L00051588,S008671,2023-05-09 11:00:00,4.3,True
L00051589,S008672,2024-12-28 22:00:00,4.7,True
L00051590,S008672,2024-12-29 05:00:00,4.3,True
L00051591,S008672,2024-12-29 03:00:00,2.9,True
L00051592,S008673,2024-05-23 10:00:00,6.4,True
L00051593,S008673,2024-05-24 08:00:00,6.6,True
L00051594,S008673,2024-05-24 00:00:00,4.3,True
L00051595,S008674,2022-10-11 11:00:00,7.6,True
L00051596,S008674,2022-10-11 12:40:00,6.4,True
L00051597,S008674,2022-10-12 10:20:00,4.4,True
L00051598,S008674,2022-10-12 20:00:00,5.5,True
L00051599,S008674,2022-10-13 15:40:00,2.3,True
L00051600,S008674,2022-10-13 11:20:00,6.9,True
L00051601,S008674,2022-10-14 00:00:00,3.8,True
L00051602,S008674,2022-10-14 23:40:00,2.7,True
L00051603,S008674,2022-10-14 17:20:00,6.4,True
L00051604,S008674,2022-10-15 11:00:00,4.1,True
L00051605,S008675,2024-04-04 10:00:00,7.2,True
L00051606,S008675,2024-04-04 17:00:00,4.0,True
L00051607,S008675,2024-04-05 16:00:00,7.6,True
L00051608,S008676,2023-03-22 04:00:00,4.0,True
L00051609,S008676,2023-03-22 19:40:00,3.4,True
L00051610,S008676,2023-03-23 17:20:00,5.1,True
L00051611,S008676,2023-03-24 04:00:00,4.2,True
L00051612,S008676,2023-03-24 00:40:00,3.2,True
L00051613,S008676,2023-03-25 02:20:00,6.9,True
L00051614,S008676,2023-03-25 15:00:00,5.0,True
L00051615,S008676,2023-03-25 06:40:00,2.9,True
L00051616,S008676,2023-03-25 13:20:00,2.7,True
L00051617,S008676,2023-03-26 18:00:00,4.4,True
L00051618,S008677,2024-11-09 15:00:00,4.2,True
L00051619,S008677,2024-11-10 00:00:00,8.9,False
L00051620,S008677,2024-11-09 20:00:00,6.3,True
L00051621,S008677,2024-11-10 04:00:00,7.1,True
L00051622,S008678,2022-08-23 19:00:00,2.7,True
L00051623,S008678,2022-08-23 10:00:00,3.2,True
L00051624,S008678,2022-08-23 16:00:00,3.2,True
L00051625,S008678,2022-08-24 05:00:00,6.6,True
L00051626,S008679,2024-09-30 20:00:00,7.5,True
L00051627,S008679,2024-09-30 20:00:00,3.7,True
L00051628,S008679,2024-10-01 15:00:00,5.1,True
L00051629,S008679,2024-10-01 16:00:00,7.7,True
L00051630,S008679,2024-10-02 19:00:00,6.8,True
L00051631,S008679,2024-10-02 22:00:00,4.9,True
L00051632,S008679,2024-10-03 07:00:00,2.9,True
L00051633,S008679,2024-10-04 07:00:00,7.2,True
L00051634,S008679,2024-10-04 07:00:00,5.2,True
L00051635,S008680,2023-09-01 16:00:00,4.0,True
L00051636,S008680,2023-09-02 04:42:51,5.3,True
L00051637,S008680,2023-09-03 00:25:43,3.8,True
L00051638,S008680,2023-09-03 12:08:34,4.7,True
L00051639,S008680,2023-09-03 08:51:26,4.6,True
L00051640,S008680,2023-09-04 10:34:17,5.6,True
L00051641,S008680,2023-09-04 19:17:09,2.4,True
L00051642,S008680,2023-09-05 05:00:00,5.5,True
L00051643,S008681,2024-04-23 06:00:00,3.6,True
